code,name,category,configuration_type,status,priority,parameter_count,reference_range_required,reference_range_count,qualitative_config_required,analyzer_mapping_required,analyzer_mapping_count,method,specimen,active_rate,action_reason
"IMM-0022","Anti-GBM Antibody","Immunology","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"ELISA/IFA/Immunoassay as validated","Serum","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"IMM-0023","Anticardiolipin IgG","Immunology","QUALITATIVE_RESULT","LAB_SPECIFICATION_REQUIRED","P1",1,"FALSE",0,"TRUE","FALSE",0,"ELISA/IFA/Immunoassay as validated","Serum","RATE_PENDING","QUALITATIVE_OPTIONS_MISSING; RATE_MISSING"
"IMM-0024","Anticardiolipin IgM","Immunology","QUALITATIVE_RESULT","LAB_SPECIFICATION_REQUIRED","P1",1,"FALSE",0,"TRUE","FALSE",0,"ELISA/IFA/Immunoassay as validated","Serum","RATE_PENDING","QUALITATIVE_OPTIONS_MISSING; RATE_MISSING"
"IMM-0025","Beta-2 Glycoprotein I IgG","Immunology","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"ELISA/IFA/Immunoassay as validated","Serum","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"IMM-0026","Beta-2 Glycoprotein I IgM","Immunology","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"ELISA/IFA/Immunoassay as validated","Serum","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"IMM-0028","Total IgG","Immunology","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"ELISA/IFA/Immunoassay as validated","Serum","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"IMM-0029","Total IgA","Immunology","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"ELISA/IFA/Immunoassay as validated","Serum","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"IMM-0030","Total IgM","Immunology","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"ELISA/IFA/Immunoassay as validated","Serum","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"IMM-0031","Total IgE","Immunology","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"ELISA/IFA/Immunoassay as validated","Serum","1200.00","NUMERIC_RANGE_MISSING"
"IMM-0032","IgG Subclass 1","Immunology","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"ELISA/IFA/Immunoassay as validated","Serum","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"IMM-0033","IgG Subclass 2","Immunology","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"ELISA/IFA/Immunoassay as validated","Serum","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"IMM-0034","IgG Subclass 3","Immunology","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"ELISA/IFA/Immunoassay as validated","Serum","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"IMM-0035","IgG Subclass 4","Immunology","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"ELISA/IFA/Immunoassay as validated","Serum","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"IMM-0036","Cryoglobulin","Immunology","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"ELISA/IFA/Immunoassay as validated","Serum","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"IMM-0037","Cryofibrinogen","Immunology","COAGULATION","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"ELISA/IFA/Immunoassay as validated","Serum","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"IMM-0038","Serum Protein Electrophoresis","Immunology","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"ELISA/IFA/Immunoassay as validated","Serum","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"IMM-0039","Immunofixation Electrophoresis, Serum","Immunology","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"ELISA/IFA/Immunoassay as validated","Serum","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"IMM-0040","Free Kappa Light Chain","Immunology","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"ELISA/IFA/Immunoassay as validated","Serum","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"IMM-0041","Free Lambda Light Chain","Immunology","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"ELISA/IFA/Immunoassay as validated","Serum","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"IMM-0042","Kappa/Lambda Ratio","Immunology","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Governed Mathematical Calculation","Serum","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"IMM-0043","tTG IgA","Immunology","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"ELISA/IFA/Immunoassay as validated","Serum","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"IMM-0044","tTG IgG","Immunology","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"ELISA/IFA/Immunoassay as validated","Serum","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"IMM-0045","Deamidated Gliadin Peptide IgA","Immunology","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"ELISA/IFA/Immunoassay as validated","Serum","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"IMM-0046","Deamidated Gliadin Peptide IgG","Immunology","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"ELISA/IFA/Immunoassay as validated","Serum","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"IMM-0047","Endomysial Antibody IgA","Immunology","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"ELISA/IFA/Immunoassay as validated","Serum","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"IMM-0048","Intrinsic Factor Antibody","Immunology","COAGULATION","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"ELISA/IFA/Immunoassay as validated","Serum","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"IMM-0049","Parietal Cell Antibody","Immunology","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"ELISA/IFA/Immunoassay as validated","Serum","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"IMM-0050","Anti-Smooth Muscle Antibody","Immunology","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"ELISA/IFA/Immunoassay as validated","Serum","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"IMM-0051","Anti-Mitochondrial Antibody M2","Immunology","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"ELISA/IFA/Immunoassay as validated","Serum","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"IMM-0052","Liver Kidney Microsomal Antibody (LKM-1)","Immunology","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"ELISA/IFA/Immunoassay as validated","Serum","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"IMM-0053","Soluble Liver Antigen Antibody","Immunology","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"ELISA/IFA/Immunoassay as validated","Serum","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"IMM-0054","Anti-Phosphatidylserine Antibody IgG","Immunology","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"ELISA/IFA/Immunoassay as validated","Serum","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"IMM-0055","Anti-Phosphatidylserine Antibody IgM","Immunology","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"ELISA/IFA/Immunoassay as validated","Serum","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"IMM-0056","Anti-Histone Antibody","Immunology","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"ELISA/IFA/Immunoassay as validated","Serum","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"IMM-0057","Anti-Nucleosome Antibody","Immunology","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"ELISA/IFA/Immunoassay as validated","Serum","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"IMM-0058","Anti-RNA Polymerase III","Immunology","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"ELISA/IFA/Immunoassay as validated","Serum","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"IMM-0059","Anti-PM/Scl Antibody","Immunology","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"ELISA/IFA/Immunoassay as validated","Serum","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"IMM-0060","Anti-Mi-2 Antibody","Immunology","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"ELISA/IFA/Immunoassay as validated","Serum","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"IMM-0061","Anti-SRP Antibody","Immunology","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"ELISA/IFA/Immunoassay as validated","Serum","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"IMM-0062","Anti-AChR Binding Antibody","Immunology","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"ELISA/IFA/Immunoassay as validated","Serum","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"IMM-0063","Anti-MuSK Antibody","Immunology","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"ELISA/IFA/Immunoassay as validated","Serum","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"IMM-0064","Aquaporin-4 Antibody","Immunology","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"ELISA/IFA/Immunoassay as validated","Serum","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"IMM-0065","MOG Antibody","Immunology","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"ELISA/IFA/Immunoassay as validated","Serum","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"IMM-0066","Anti-GAD65 Antibody","Immunology","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"ELISA/IFA/Immunoassay as validated","Serum","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"IMM-0067","IA-2 Antibody","Immunology","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"ELISA/IFA/Immunoassay as validated","Serum","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"IMM-0068","ZnT8 Antibody","Immunology","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"ELISA/IFA/Immunoassay as validated","Serum","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"IMM-0069","Islet Cell Antibody","Immunology","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"ELISA/IFA/Immunoassay as validated","Serum","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"IMM-0070","Anti-PLA2R Antibody","Immunology","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"ELISA/Flow/Functional assay as validated","Serum / Whole Blood as applicable","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"IMM-0071","Anti-THSD7A Antibody","Immunology","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"ELISA/Flow/Functional assay as validated","Serum / Whole Blood as applicable","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"IMM-0072","Anti-BP180 Antibody","Immunology","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"ELISA/Flow/Functional assay as validated","Serum / Whole Blood as applicable","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"IMM-0073","Anti-BP230 Antibody","Immunology","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"ELISA/Flow/Functional assay as validated","Serum / Whole Blood as applicable","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"IMM-0074","Desmoglein 1 Antibody","Immunology","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"ELISA/Flow/Functional assay as validated","Serum / Whole Blood as applicable","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"IMM-0075","Desmoglein 3 Antibody","Immunology","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"ELISA/Flow/Functional assay as validated","Serum / Whole Blood as applicable","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"IMM-0076","Anti-TTG IgA with Total IgA Reflex","Immunology","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"ELISA/Flow/Functional assay as validated","Serum / Whole Blood as applicable","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"IMM-0077","Anti-Saccharomyces cerevisiae IgA","Immunology","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"ELISA/Flow/Functional assay as validated","Serum / Whole Blood as applicable","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"IMM-0078","Anti-Saccharomyces cerevisiae IgG","Immunology","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"ELISA/Flow/Functional assay as validated","Serum / Whole Blood as applicable","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"IMM-0079","Anti-CCP3","Immunology","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"ELISA/Flow/Functional assay as validated","Serum / Whole Blood as applicable","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"IMM-0080","Anti-CarP Antibody","Immunology","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"ELISA/Flow/Functional assay as validated","Serum / Whole Blood as applicable","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"IMM-0081","Anti-DFS70 Antibody","Immunology","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"ELISA/Flow/Functional assay as validated","Serum / Whole Blood as applicable","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"IMM-0082","Anti-C1q Antibody","Immunology","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"ELISA/Flow/Functional assay as validated","Serum / Whole Blood as applicable","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"IMM-0083","C1 Esterase Inhibitor Level","Immunology","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"ELISA/Flow/Functional assay as validated","Serum / Whole Blood as applicable","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"IMM-0084","C1 Esterase Inhibitor Function","Immunology","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"ELISA/Flow/Functional assay as validated","Serum / Whole Blood as applicable","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"IMM-0085","C2 Complement","Immunology","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"ELISA/Flow/Functional assay as validated","Serum / Whole Blood as applicable","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"IMM-0086","C5 Complement","Immunology","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"ELISA/Flow/Functional assay as validated","Serum / Whole Blood as applicable","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"IMM-0087","Properdin","Immunology","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"ELISA/Flow/Functional assay as validated","Serum / Whole Blood as applicable","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"IMM-0088","Mannose Binding Lectin","Immunology","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"ELISA/Flow/Functional assay as validated","Serum / Whole Blood as applicable","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"IMM-0089","Neutrophil Oxidative Burst Test","Immunology","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"ELISA/Flow/Functional assay as validated","Serum / Whole Blood as applicable","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"IMM-0091","NK Cell Function","Immunology","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"ELISA/Flow/Functional assay as validated","Serum / Whole Blood as applicable","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"IMM-0092","Serum Immunoglobulin Electrophoresis","Immunology","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"ELISA/Flow/Functional assay as validated","Serum / Whole Blood as applicable","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"MIC-0001","Gram Stain","Microbiology","MANUAL_MICROSCOPY","LAB_SPECIFICATION_REQUIRED","P1",1,"FALSE",0,"TRUE","FALSE",0,"Microscopy","Clinical specimen as specified","200.00","QUALITATIVE_OPTIONS_MISSING"
"MIC-0002","AFB Smear by Ziehl-Neelsen","Microbiology","NUMERIC_ANALYTE","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Microscopy","Clinical specimen as specified","200.00","NUMERIC_RANGE_MISSING"
"MIC-0003","AFB Smear by Fluorescent Stain","Microbiology","NUMERIC_ANALYTE","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Fluorescence microscopy","Clinical specimen as specified","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"MIC-0004","KOH Mount","Microbiology","MANUAL_MICROSCOPY","LAB_SPECIFICATION_REQUIRED","P1",1,"FALSE",0,"TRUE","FALSE",0,"Microscopy","Clinical specimen as specified","400.00","QUALITATIVE_OPTIONS_MISSING"
"MIC-0005","India Ink Preparation","Microbiology","NUMERIC_ANALYTE","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Microscopy","Clinical specimen as specified","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"MIC-0006","Wet Mount","Microbiology","MANUAL_MICROSCOPY","LAB_SPECIFICATION_REQUIRED","P1",1,"FALSE",0,"TRUE","FALSE",0,"Microscopy","Clinical specimen as specified","RATE_PENDING","QUALITATIVE_OPTIONS_MISSING; RATE_MISSING"
"MIC-0007","Albert Stain","Microbiology","NUMERIC_ANALYTE","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Microscopy","Clinical specimen as specified","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"MIC-0008","Modified Acid Fast Stain","Microbiology","MICROBIOLOGY_CULTURE","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"FALSE","FALSE",0,"Microscopy","Clinical specimen as specified","RATE_PENDING","CULTURE_WORKFLOW_MISSING; RATE_MISSING"
"MIC-0009","Lactophenol Cotton Blue Mount","Microbiology","NUMERIC_ANALYTE","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Microscopy","Clinical specimen as specified","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"MIC-0010","Blood Culture & Sensitivity","Microbiology","MICROBIOLOGY_CULTURE","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"FALSE","FALSE",0,"Culture, identification, AST per validated SOP","Blood","RATE_PENDING","CULTURE_WORKFLOW_MISSING; RATE_MISSING"
"MIC-0011","Urine Culture & Sensitivity","Microbiology","MICROBIOLOGY_CULTURE","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"FALSE","FALSE",0,"Culture, identification, AST per validated SOP","Urine","500.00","CULTURE_WORKFLOW_MISSING"
"MIC-0012","Stool Culture & Sensitivity","Microbiology","MICROBIOLOGY_CULTURE","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"FALSE","FALSE",0,"Culture, identification, AST per validated SOP","Stool","600.00","CULTURE_WORKFLOW_MISSING"
"MIC-0013","Sputum Culture & Sensitivity","Microbiology","MICROBIOLOGY_CULTURE","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"FALSE","FALSE",0,"Culture, identification, AST per validated SOP","Sputum","RATE_PENDING","CULTURE_WORKFLOW_MISSING; RATE_MISSING"
"MIC-0014","Pus/Wound Swab Culture & Sensitivity","Microbiology","MICROBIOLOGY_CULTURE","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"FALSE","FALSE",0,"Culture, identification, AST per validated SOP","Pus/Wound Swab","RATE_PENDING","CULTURE_WORKFLOW_MISSING; RATE_MISSING"
"MIC-0015","Throat Swab Culture & Sensitivity","Microbiology","MICROBIOLOGY_CULTURE","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"FALSE","FALSE",0,"Culture, identification, AST per validated SOP","Throat Swab","RATE_PENDING","CULTURE_WORKFLOW_MISSING; RATE_MISSING"
"MIC-0016","Nasal Swab Culture & Sensitivity","Microbiology","MICROBIOLOGY_CULTURE","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"FALSE","FALSE",0,"Culture, identification, AST per validated SOP","Nasal Swab","RATE_PENDING","CULTURE_WORKFLOW_MISSING; RATE_MISSING"
"MIC-0017","Ear Swab Culture & Sensitivity","Microbiology","MICROBIOLOGY_CULTURE","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"FALSE","FALSE",0,"Culture, identification, AST per validated SOP","Ear Swab","RATE_PENDING","CULTURE_WORKFLOW_MISSING; RATE_MISSING"
"MIC-0018","Eye/Conjunctival Swab Culture & Sensitivity","Microbiology","MICROBIOLOGY_CULTURE","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"FALSE","FALSE",0,"Culture, identification, AST per validated SOP","Eye/Conjunctival Swab","RATE_PENDING","CULTURE_WORKFLOW_MISSING; RATE_MISSING"
"MIC-0019","CSF Culture & Sensitivity","Microbiology","MICROBIOLOGY_CULTURE","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"FALSE","FALSE",0,"Culture, identification, AST per validated SOP","CSF","RATE_PENDING","CULTURE_WORKFLOW_MISSING; RATE_MISSING"
"MIC-0020","Pleural Fluid Culture & Sensitivity","Microbiology","MICROBIOLOGY_CULTURE","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"FALSE","FALSE",0,"Culture, identification, AST per validated SOP","Pleural Fluid","RATE_PENDING","CULTURE_WORKFLOW_MISSING; RATE_MISSING"
"MIC-0021","Ascitic Fluid Culture & Sensitivity","Microbiology","MICROBIOLOGY_CULTURE","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"FALSE","FALSE",0,"Culture, identification, AST per validated SOP","Ascitic Fluid","RATE_PENDING","CULTURE_WORKFLOW_MISSING; RATE_MISSING"
"MIC-0022","Pericardial Fluid Culture & Sensitivity","Microbiology","MICROBIOLOGY_CULTURE","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"FALSE","FALSE",0,"Culture, identification, AST per validated SOP","Pericardial Fluid","RATE_PENDING","CULTURE_WORKFLOW_MISSING; RATE_MISSING"
"MIC-0023","Synovial Fluid Culture & Sensitivity","Microbiology","MICROBIOLOGY_CULTURE","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"FALSE","FALSE",0,"Culture, identification, AST per validated SOP","Synovial Fluid","RATE_PENDING","CULTURE_WORKFLOW_MISSING; RATE_MISSING"
"MIC-0024","High Vaginal Swab Culture & Sensitivity","Microbiology","MICROBIOLOGY_CULTURE","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"FALSE","FALSE",0,"Culture, identification, AST per validated SOP","High Vaginal Swab","RATE_PENDING","CULTURE_WORKFLOW_MISSING; RATE_MISSING"
"MIC-0025","Endocervical Swab Culture & Sensitivity","Microbiology","MICROBIOLOGY_CULTURE","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"FALSE","FALSE",0,"Culture, identification, AST per validated SOP","Endocervical Swab","RATE_PENDING","CULTURE_WORKFLOW_MISSING; RATE_MISSING"
"MIC-0026","Urethral Swab Culture & Sensitivity","Microbiology","MICROBIOLOGY_CULTURE","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"FALSE","FALSE",0,"Culture, identification, AST per validated SOP","Urethral Swab","RATE_PENDING","CULTURE_WORKFLOW_MISSING; RATE_MISSING"
